OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
348e2c91509f93a9a3f9d514468b8871,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__CAG-603,s__CAG-603 sp900066105
7af3eb6bafa79b1308c0164625d37912,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia sp001580195
dd703771a363e20ceb4f8019bc9d3d19,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella rava
d1b67fc031af265522850343f74ffd0b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp000435055
8ef10533cf39bd2dcff917a8565a0046,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae_42771,g__Anaerovibrio,s__
323a79a837f39308cbadba4cd01ee3fa,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__
d2c59e219dbbda06dbc68fc26749bed8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis
4b61b3a5ee6deb906641235f6ca8c2c3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Vescimonas,s__Vescimonas fastidiosa
e684d28a252246db086b3c62ffee88bc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__Onthenecus,s__
a6863d4dc9e7b0388cef835a0d230102,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter intestini
0768221c6a268e5d68f040a978c2fb60,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,NA
f90fe5d03a1c66fbae34d7261fb134d9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp000431375
43303b616239cfb4ac93969fa8511f38,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae_42771,g__Megamonas,s__Megamonas funiformis
9b346dd3e723d3e5b403139785997750,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus sp001305115
ba214b272af011522167ff09f1c9e10b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
c2ec2103fefc44a48764a5380968dc6c,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__
be11ae75be5a6069a9e84e89378d748e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,s__
a2c05fb539c21bceded189937b7e8bc1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,NA
86257b3a5dea0694773eb2484bd34ca5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-217,NA
03784364dbfc1f179b36e637b2f6b86d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H ovatus
c06ecd99f1baa9d7cc4e7b18dd5a70fc,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila wadsworthia
c0a6bd9f09cc01ff9dcb5cf1f12012c0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-964,s__CAG-964 sp000435335
e6c2c9f098498f01c71f0666642021ab,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides_B_862066,s__Parabacteroides_B_862066 distasonis
792f6118b87f47aede9264a883461b85,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__Lawsonibacter sp014287875
50d348530b34d7a0b10d46ba6065c905,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,NA
71617f7258d37108f15a1639293a5135,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp000436835
0977c5207179f4af9ef94b00381bc878,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium_388775,s__Bifidobacterium bifidum
b1ecdcdc59134a6f5fbbc205809a1e73,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251365
797a8e984cd8c2bf1c5d9ba16e54cf7e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella clara
f93cb065ec3449ae8538c2c7aa92cdc9,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini
e7cb25cb9e47fee8fe8d321a28f69788,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-273,s__
a5247fedaaeafdaaec1109eda60b0c1a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871400,s__Alistipes_A_871400 putredinis
990e427af5a7e84df40ad76353d8d01c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
410571e2f3e60ca2b96e034fda452e75,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
e3aa39b2a1d269aab5f1a5f79bb26e23,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__Zag111 sp001899395
fc73fd669566fd7712b104cbaa3a2d36,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_R_446353,s__Desulfovibrio_R_446353 piger_A
14cef5ce1cc26220f40bcd6adefe3367,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,g__Terrisporobacter,NA
aff07f39e5e25c7f88c998094fce72ca,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera_A_38685,s__Megasphaera_A_38685 massiliensis
e98cb3662540f289bad12e4f42cc4402,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__Merdicola,s__Merdicola sp900552655
2ed7801e4cef3b35f4140acd2f1101e7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H intestinalis
468c447767d136e8fe7769be25ae1573,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,NA
05d9fdd97aa290ebcbed536754c14a60,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruminiclostridium_E,s__Ruminiclostridium_E siraeum
def3c30e074b3e5c658874a112423e7d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum butyriciproducens
94a4514a390c0d637d12c2d9d18baa86,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Anaerotignaceae,g__Anaerotignum_189125,NA
aaf743ac283212f83d9c6c17d300c084,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_F,s__Ruminococcus_F champanellensis
763104c5925676761a63a1636420f93e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
f00e0e55fc292612cf619f73f7f15c71,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Sutterella,s__Sutterella wadsworthensis_A_565869
5796684ced9efadf36da73862ae01df3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp000431375
ae547ef271ef1fc538da00715754219c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Sutterella,s__Sutterella wadsworthensis_A_565807
353cfee529b858b627bc3fe7bd60c0aa,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__UBA3263 sp001689615
ff0d5122eae6ea5c19d4d9317d62b204,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,NA
22bbed6a23eb745a2878d14b9e7d6ff5,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_R_446353,s__Desulfovibrio_R_446353 faecigallinarum
f68bf1ee0c8a96f4d8f57dc908d55849,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Limisoma,s__Limisoma sp900548875
888b96e8befc24c966c05e5a3362ccba,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__
5087bee9be8c0f9f4afc8588e1b7a670,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__UBA1394,s__UBA1394 sp900066845
357905d247cbb0196a44560a2f33e354,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__,s__
637e0c34140a6d1c927bd5b736526798,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__
12944679c7cec084f6e9668b871cc3c5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_P,s__Clostridium_P perfringens
164596cb2d45851481b8e50a30c70b8a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__CAG-353,s__CAG-353 sp900066885
2b6795e7d341b0b9e5e2bc87aa2b73a2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
c7c439228507aaba1ed715d7d3a773aa,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,s__Angelakisella massiliensis
e0ad2e5fbafe4adee0357e70a11ce107,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251295
1399b4cc4821ce2576f470302d0e6176,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp003531055
6625bdeee3ecf80cedc7bfd970892a40,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella pectinovora
2adb466aea5141aedd2327cc29d426a7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Caproicibacterium,s__
a1f399903b654ece8f0bdcc50b96d702,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
b65c75439c3d145720c8b962bba0a4d5,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia_984208,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp002159705
7819a71c58901e8e07ee4075f29f1b7d,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,NA
3d6b98c9310d0d9e09e62f9b292f3f41,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__CAG-488 sp002449395
f2f70618a6f649e7c3b19f3d66c5a154,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp003507395
dd97d6f95b99dba9e03337fec7d50aae,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Porcincola,s__
2e06967e2e007cdf24f6ef310ec6d63d,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Haloplasmatales_A,f__Turicibacteraceae,g__Turicibacter,NA
dd706dc2e2b8a6f86aafe12b690e73dc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900546395
7462b1d3850dc6ca384c8946752645cb,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus agalactiae
787cd07b0d91562ac0bfabb601a82718,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141780,NA
a438d26d490003930303c3e6b78614d8,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp002102975
5eb339ce04d84699ca27e4d90b167d75,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993521,f__Fusobacteriaceae_993521,g__Fusobacterium_A,NA
6353b23d6bfca3a59f8611294b919259,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
d5a558acf38b8748c4a6a74a772b65b8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia sp900066075
e2e7643933354b97e481961ed0509098,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A_180067,s__Butyrivibrio_A_180067 crossotus
82893c0ab016a70ecd3c7f3bfe6b6659,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus ruminis
c203c6b06eee87fd41b762bd8ab39c6d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__CAG-510,s__CAG-510 sp002432425
ff3407a38bf833b98f0498d244c7a776,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H oleiciplenus
3e16f17cd10e5236768201947031c940,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__Schaedlerella sp900066545
ac6bdc6f726598ccf81026d29421950f,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__UBA1829,g__UBA1732,s__
c9cb7ed87315746c7407e629c8dffa7f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp902789245
167c527da37d84920f96743a125525e8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
e31b5c5982f3547089d0a9c55ab453d6,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,s__Blautia_A_141781 faecis
a7bfb8d68ed681889b3b37e911ccb199,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_T,s__Clostridium_T isatidis
56c5b3baf3e6919da506445e5a7209c7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp003529475
9cb1e65b35d2f1765dc65641c2d4e9af,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella timonensis
d3206712e5bd48b05026134907442963,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6382,s__UBA6382 sp002439755
938e0e62bda9409d01282e7f6fb27097,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Pygmaiobacter,s__
16e578e743fe10d9328155d94bee8ad3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Vescimonas,s__Vescimonas coprocola
9de5930139536cf89ea36ad8e9460bb3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
8f80cd7c789bfb1f7a633cc5f40188fa,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
1efa6dcd818bc9b971471a8870a7e318,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
db35c906865fb1665ab2ed219d1e567e,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,NA
99f418011aa866eeb13e5f6825573bf3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 coprophilus
2ba6b65a59d3c3376212ec72f14e87c9,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A succinatutens
c3882032aac4e60f4a230f87eae840bf,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__Fimenecus sp900315985
f941086d2feaec8b8cd4711b17afd8df,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Evtepia,s__
e5060f3c05311d96e8ac92d66ea603f5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__,s__
a387531f4569d39c1b708b141a79ab60,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__,s__
1104a4a7279144297502b56b5024bdc7,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
0aafff0d67c7bc48e18a28c2f1168284,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
543718506935ba4fc9cb36646c101125,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella stercorea
c1d42fbbfd592eca72418aa85c4c03ce,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Porcincola,s__
67d77b6c8cc122e316b6a9ed1f4251af,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
d7cc9fc6a7fcb34f202d0585eb4aebbe,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__
cb8fde04ce49f44be59e73660901c11b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum butyriciproducens
e14d781295787666f097da679c5eadae,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
caec873d9109b447d706312879260ae5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__,s__
89666d5db2b314661d2cb52b4a83944f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter welbionis
b473f34203ce87e7bf46c2e39e443e45,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Duodenibacillus,s__Duodenibacillus massiliensis
d3542772e9fe9cadf8cbc2b3e7218c9a,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__,f__,g__,s__
e90cb85252ea6bb466f7948ea48061ec,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp000687695
62060eabe2b58729ae3c7fa869cc2319,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__
cee3e34a5c5c0462efe755944dc9af04,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C_59129,s__
72b5f009572b27778d358f2bf07f7001,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,s__
74c7be095a65b7467b3068c22e2ae829,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993521,f__Fusobacteriaceae_993521,g__Cetobacterium_A,s__Cetobacterium_A somerae
11286bbb4a8eb6f3b5db3c435638d355,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900544195
95a0440ac3e8a1d10a91e941614e1648,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__
dfb37e5829d98535cf374e226096e392,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000431335
2a3800162d8bc83aff0c835bed51a8a9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__
efb1602894cd43607b4ad3aae9f9d5b0,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera_A_38685,NA
83946f64856613253f4502cfb1891acd,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__Avispirillum,s__
9cc98843fbce7f87c738e44318be4a41,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,NA
f8096347ceb146f5f4db0c6ae7e16763,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp004553485
c226a673adcac47c770a5573c2218c3f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Coprobacteraceae,g__Coprobacter,s__Coprobacter fastidiosus
84fce3a852ffbc01a2e5f2161638db71,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp000435075
c743e3aa2085c6d0f2d0c9071bcd07e3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__Lachnoclostridium_B sp900066555
f81119aa1fde6770ba703660e0306120,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Limivivens,s__Limivivens sp900066135
873811a2eb59bfab594c5ea58e233f30,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__
8d799014ec13ccaa470253afc6c1cfbe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__UBA4334 sp900316505
b78dc3bff8b50723649e2f88fc0c38f0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Limivicinus,s__Limivicinus sp002320035
d54e84e50addcb527e4290d59525524f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__
db06ac31d32640c4e38d3044152b683f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871404,s__
8e75c1e054faffe3c84297bcb8becbe1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp002452095
c79b097d6511998efdb021b12320e2e0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__CAG-793,s__CAG-793 sp000433915
31aec13c8229c1661119fa9576817759,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp900542285
55275c7900d36914bcebfaf9cdd89063,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,NA
ef27b284e823e98736febbea7c5c12f0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,NA
e5893a488048005377f84df632c1c87c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__
d5b22a367668019c66d346e758f7a1ee,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,NA
491a09e415ab4f27d27733c567c9e851,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__Lawsonibacter sp000177015
